time,temperature
0,15.292220679090114
1,15.121122066935785
2,16.263219288071866
3,16.729876989264078
4,15.023567311442715
5,15.511299507675304
6,15.795140470879593
7,16.535879217289626
8,16.311577937169773
9,16.342392097989702
10,15.977312562201178
11,17.041812475657903
12,16.687706734280617
13,17.213960489603178
14,17.889227559886113
15,15.763248124886704
16,16.90264030587818
17,16.692695498119512
18,16.446848486990273
19,17.3641184528301
20,17.29285483641089
21,16.72032361131282
22,16.20402909578918
23,16.962189260894977
24,15.916136139262655
25,15.829926059204842
26,16.611542990746596
27,15.704868543281098
28,15.714486109312846
29,15.654359236180149
30,16.032168861505493
31,15.151720747493593
32,15.196626938742838
33,15.141689263580005
34,14.006946646894395
35,13.938495884385274
36,15.151957103943348
37,12.886087420513922
38,13.97515894547109
39,14.010743162167666
40,13.2378140221033
41,13.346564530567711
42,13.429783867418433
43,13.11819212698665
44,13.008946783624378
45,13.247339407787093
46,13.60708088934339
47,12.831504890916216
48,12.81803525684553
49,13.044912941083671
50,12.531111204866129
51,13.293334611043898
52,13.367315024974992
53,13.05662483068058
54,13.752801383651814
55,13.60521535458071
56,13.673466220941787
57,14.82455229084418
58,14.307136192868622
59,13.24420237020067
60,15.141883941339408
61,14.4137014255168
62,15.395887628057114
63,14.017392275626978
64,15.772491056592777
65,14.876345355665766
66,15.791710917176626
67,15.774365564373234
68,15.28458273045929
69,15.344549321413409
70,15.896950991309948
71,16.586079661391242
72,16.570561888090253
73,16.422155912281678
74,16.55225205716135
75,17.9954580546245
76,17.26924073676082
77,16.731172851617234
78,16.436888260904198
79,16.997296504649537
80,17.509811491106767
81,17.20598412835552
82,16.864019132903493
83,17.47031176096869
84,16.58401773353762
85,15.918876143980366
86,16.11869549558811
87,16.48047059480905
88,15.999394519880727
89,16.47772977877894
90,15.975415111097638
91,15.813399854827898
92,15.885904536557549
93,15.07007106619523
94,14.536751532843077
95,15.38023594326404
96,13.643645189481747
97,14.446836937272414
98,14.079274037475312
99,15.005564910245944
